1.427155485793214253e-02,1.800902541670441198e-02,-1.259745675900849488e-02,-5.881694665340778116e-02,1.050003327830947963e+00,4.189044060617930221e-06,-3.098502611042372457e-03,2.150797911781993088e-04
2.224188669108341163e-02,1.102048511142875442e-01,8.546382479799538578e-04,1.338953100898399896e-02,-1.228290819350903451e-01,4.147165263688979905e-05,-1.969734447344483400e-02,-2.981440715369482642e-04
-8.819242390423417954e-02,1.907397897063744241e-01,-1.124888498376277676e-02,-2.314947984096606213e-03,-2.036811656437381435e-01,-1.234526454155197937e-03,1.016944287430841670e-01,1.840084291405576222e-02
3.430595760067651351e-02,8.466576383598660438e-02,-1.224388716295783837e-02,3.788744892842268140e-03,-1.080106598908550375e-01,-5.691641714922970538e-03,1.044057272180833572e-03,1.234516589268209140e-02
-3.050771767698874995e-02,1.569972264338668766e-01,1.556821088242096862e-01,4.842862177299127498e-03,-8.503392055057402976e-02,-6.797088847987917126e-02,-1.007692725859039851e-01,7.827261544718527517e-03
3.388985439325598037e-02,7.793101962163698215e-02,-3.871977423154007031e-02,3.421954746062850442e-03,-1.250494773023500539e-01,1.625689002304572459e-02,2.300154353444704841e-02,-1.998207365665099697e-02
-3.165589994005107988e-01,2.501663288000272045e-01,-2.827228173925132662e-02,3.647637246850253361e-03,5.937032171962310784e-02,1.914295079570777370e-03,-1.234856537553766145e-03,3.242693582605581017e-03
-4.592068259841175504e-02,6.184229769496416701e-02,1.237831732095681370e-01,1.744717334057512784e-03,-7.223841378921515288e-02,1.032523887288043681e-02,2.481951201095167897e-02,-9.344400220128740858e-03
-5.550538262205276935e-02,2.086219325499349131e-01,2.574234592673770305e-01,1.355113109059079279e-02,-4.370631597236832033e-02,-1.088696169965967797e-01,-1.284151747591675760e-02,1.366591973838949745e-02
-4.084358665983731443e-03,-1.074540912323215455e-02,1.662805857880786942e-01,-2.874391183292778623e-02,-1.313372549450606041e-03,2.058249626247117547e-02,-2.337519131408188205e-02,-1.635090106662520290e-02
